IDU,Inf,Nome,Clube,Posição,Melhor Papel,Idade,Jogos,Gls,xG,xG/90,Remt/90,Remt/90,% Remates,Ast,xA,xA/90,Ps C/90,Passes Pr/90,PC/90,% Passe,Sof/90,xGP/90,% Df,Crz Con/90,Crz T/90,Fnt/90,Cab Dec/90,Des Dec/90,Des/90,M Des,Pres C/90,Poss Con/90,Cl Med,Valor Estimado,Capacidade,Pé Esquerdo,Pé Direito,Nac,2ª Nac,Altura,Personalidade,Valor,Preço Exigido,TSB,Soc,Acl,Agi,Agr,Aer,Ant,AF,Bra,Cab,Cnt,Cmd,Cmp,Com,Cnc,Cruz,Decis,Des,Det,Eql,Exc,Fnl,Fnt,For,Imp,Imp,In Tr,Jg Mãos,Lan,LnçL,Lid,Liv,Mar,Pen,Pas,Pont,Pos,Pri,Ref,Rem Lo,Res,SB,Téc,Tr Eq,1x1,Vel,Vis
2000062277,,- -,-,,Médio Centro,21,28,2,"0,98","0,04","0,50","0,17",33%,2,"2,70","0,11","42,91","4,38","1,13",84%,-,-,-,"0,13","0,33","0,63","0,25","0,17","2,59",83%,"4,25","12,59",6.94,"2,4M R$ - 7M R$",,Razoável,Muito Forte,BRA,,184 cm,Equilibrado,-,-,1-3,1-2,12,12,12,1-2,12-14,10,11,11,9-12,3-5,8-11,1-4,11-14,9,13-15,13,14,11,1-4,10,9,9,10,13,12,1,1-3,6-9,10,9-11,11-14,7-9,14,2-4,13,12,1-3,10,13,8-10,10,13,1-3,12,10
67269191,Emp,- -,-,,Extremo invertido,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"750m R$ - 7,5M R$",,Muito Forte,Razoável,ARG,ESP,177 cm,,-,-,1-3,1-2,15,12-15,7-11,1-3,7-10,11-15,7-10,8,8-12,1-4,11-14,2-5,5-9,11-15,7-10,4-8,14-17,12-15,1-4,12,10-13,6,9-13,8,6-9,1-4,1-3,5-8,7-11,11-14,3-7,9-12,11,1-3,7-10,14,1-4,11-14,8-11,9-12,11-14,5-9,1-3,15,10-14
14217411,,- -,-,,Extremo,22,5 (23),0,"2,15","0,21","2,36","0,59",25%,1,"1,52","0,15","24,83","1,67","1,08",81%,-,-,-,"0,20","3,14","1,77","0,10","0,00","2,06",68%,"5,20","6,28",6.69,"1,3M R$ - 13M R$",,Razoável,Muito Forte,ARG,,186 cm,,-,-,2-5,1-2,13-16,10-14,9-12,1-4,9-13,15-18,6-9,10-13,8-11,1-4,9-13,1-4,10-13,12-15,9-13,9,9-13,12-15,1-2,8-11,11-15,12,13,8-11,9-13,3-6,1-5,8-12,13-16,9-12,7-10,4-8,13,1-4,8-11,10,1-4,8-12,11-15,10-14,11-15,10-13,1-2,11-14,13
19352675,,- -,-,,Extremo invertido,23,26 (8),1,"2,64","0,13","1,51","0,58",39%,1,"0,84","0,04","27,68","2,09","0,88",80%,-,-,-,"0,39","2,68","3,31","0,05","0,00","1,51",86%,"3,70","4,67",6.72,"1,1M R$ - 11M R$",,Razoável,Muito Forte,BRA,,167 cm,Equilibrado,-,-,2,2,13,14,14,2,12,12,15,10,7,2,8,2,8,11,9,6,14,13,1,13,13,8,14,5,12,3,2,5,9,8,7,11,13,2,8,13,3,13,11,13,12,8,1,14,11
19313976,,- -,-,,Extremo,24,33 (4),4,"5,27","0,19","1,45","0,58",40%,3,"2,55","0,09","29,62","2,00","0,87",80%,-,-,-,"0,22","2,98","3,82","0,00","0,00","2,36",84%,"4,54","4,47",6.85,35M R$ - 52M R$,,Razoável,Muito Forte,BRA,,165 cm,Equilibrado,-,-,1-3,1-3,17,14,11,1-2,9-11,13,11,7,6-8,1-4,10,2-5,8-10,11,11,6-8,14,10,1,7,14,5,12,4,14,1-3,1-3,6-9,6,6-8,4-6,5,10,1-2,7-9,12,1-2,6,12,13,13,11,1-3,15,9
86067580,,- -,-,,Médio Área-a-Área,24,15,1,"1,75","0,13","0,97","0,30",31%,0,"1,89","0,14","38,92","3,58","1,27",84%,-,-,-,"0,00","0,82","1,27","0,00","0,00","2,16",81%,"4,25","15,58",6.78,Desconhecido,,-,-,ECU,,175 cm,,-,-,-,-,9-15,-,10-16,-,-,-,-,3-11,-,-,-,-,-,-,-,8-16,-,-,-,-,-,4-10,12-18,9-15,11-19,-,-,-,8-14,-,-,-,12-18,-,-,8-14,-,8-16,15-20,-,13-20,8-16,-,-,6-14
2000044409,,- -,-,,Mezzala,23,2 (13),0,"0,58","0,12","1,25","0,21",17%,0,"1,41","0,29","40,42","3,54","0,83",84%,-,-,-,"0,21","0,21","1,04","0,00","0,00","1,67",62%,"3,33","10,21",6.62,"8,5M R$ - 18M R$",,Razoável,Muito Forte,ARG,,181 cm,Equilibrado,-,-,2,2,14,12,13,2,12,12,13,8,10,3,12,3,11,9,11,12,14,13,1,10,13,12,13,11,11,3,3,7,9,11,12,13,13,1,9,12,2,11,13,13,13,12,3,12,13
2000046210,Emp,- -,-,,Extremo invertido,18,0 (3),0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,77%,-,-,-,-,-,-,-,-,-,100%,-,-,6.70,36M R$ - 56M R$,,Razoável,Muito Forte,NED,SUR,176 cm,,-,-,3-7,1-6,15,12-17,3-8,2-6,9-14,7-12,8-12,10,9-13,1-7,7-11,1-4,7-11,7-12,8-14,5-9,9-13,6-10,2-6,8-12,11-16,12,12-16,7,8-14,1-4,1-4,5-9,3-8,3-7,9-13,8-13,6-11,1-6,2-6,11,1,9-15,5-11,9-14,9-15,11-15,1-4,14,9-13
37079086,,- -,-,,Construtor de Jogo Avançado,21,0 (9),0,"0,00","0,00",-,-,-,0,"0,59","0,20","39,59","4,74","2,03",84%,-,-,-,"0,34","1,35",-,"0,00","0,00","0,68",29%,"4,06","8,80",6.63,"3,5M R$ - 52M R$",,Bastante Forte,Muito Forte,NED,,182 cm,,-,-,1-3,1-4,10,10-14,5-8,1-3,10-14,12-15,4-7,6,2-5,1-2,12-16,2-6,8-11,8-11,11-15,5-8,11-15,11-14,1,5-8,8-12,11,9-12,12,7-11,1-4,1-4,3-7,6-9,8-11,4-7,8-12,13-16,2-6,5-8,13,1-2,9-13,10-14,11-15,11-15,11-14,1-3,10,13-16
19376884,,- -,-,,Médio Recuperador de Bolas,22,13 (19),1,"1,27","0,08","0,90","0,19",21%,2,"1,28","0,08","54,18","5,93","1,10",82%,-,-,-,"0,06","0,32","0,71","0,06","0,06","1,80",90%,"3,16","11,08",6.69,"1,4M R$ - 27M R$",,Razoável,Muito Forte,BRA,,175 cm,Equilibrado,-,-,3,3,12,13,12,1,13,11,14,11,8,2,12,4,12,8,13,13,14,13,2,11,12,12,12,10,13,3,3,8,9,10,13,12,12,1,13,11,1,12,14,12,13,13,2,12,13
91179656,,- -,-,,Médio Recuperador de Bolas,23,2 (5),0,"0,64","0,17","1,59","0,53",33%,0,"0,09","0,02","51,77","4,78","0,80",87%,-,-,-,"0,00","0,53",-,"0,53","0,27","3,45",93%,"5,58","13,81",6.67,"2,75M R$ - 29M R$",,Bastante Forte,Muito Forte,GER,,186 cm,,-,-,1-4,1-5,11-15,8-12,12-16,1-5,9-13,13-17,11-15,7-13,6-10,2-8,7-11,1-2,13-17,5-9,10-16,8-14,9-13,10-14,2-6,7-11,9-13,8-12,8-12,13-17,13-19,1-3,1-3,1-4,9-13,6-10,11-15,8-12,11-15,1-4,9-13,9-13,1-4,6-12,14-20,8-12,9-15,12-18,3-7,9-15,8-14
76054988,Prt,- -,-,,Extremo,25,34 (2),6,"8,20","0,28","2,00","0,59",29%,2,"5,47","0,19","24,00","1,55","1,58",84%,-,-,-,"1,21","6,78","2,82","0,10","0,00","2,13",85%,"4,41","5,10",7.02,"240m R$ - 2,5M R$",,Razoável,Muito Forte,COL,,179 cm,,-,-,1-3,1-2,13,10-13,7-11,1-5,8-11,11-15,10-13,9,9-13,2-5,10-13,2-5,9-13,13-17,10-13,5-9,11-14,11-14,1-2,10,10-13,11,9-13,9,11-14,1-4,2-5,3-6,9-13,10-13,2-6,8-11,13,1-3,6-9,13,2-5,10-13,11-14,10-13,10-13,10-14,1-4,14,10-14
19362981,,- -,-,,Médio Recuperador de Bolas,24,35 (3),5,"2,63","0,08","1,05","0,40",38%,2,"3,44","0,11","48,96","5,97","1,27",85%,-,-,-,"0,53","4,11","0,87","0,09","0,12","1,76",81%,"3,25","12,37",6.82,46M R$ - 54M R$,,Bastante Forte,Muito Forte,BRA,,180 cm,Equilibrado,-,-,3,1,12,13,13,1,13,13,13,10,14,1,12,1,12,12,13,12,13,12,3,9,12,11,5,9,13,3,1,8,5,14,12,6,13,1,11,13,1,12,13,12,12,13,3,12,12
19393597,,- -,-,,Extremo invertido,21,8 (25),2,"1,63","0,12","1,66","0,45",27%,0,"1,57","0,12","24,24","1,43","1,13",79%,-,-,-,"0,38","3,02","2,64","0,08","0,00","2,79",82%,"5,44","2,72",6.81,17M R$ - 33M R$,,Razoável,Muito Forte,BRA,,177 cm,Equilibrado,-,-,1-3,1-3,14,12-15,5,1-2,10-13,13,9,11,9-11,2-4,11,2-4,9-11,10,10,1-3,13,11,1-3,10,13,9,13,7,9,1-3,1-3,8-10,12-14,8-11,5-7,11,11,1-3,6-9,12,2-5,11,13,12,11,10,2-4,14,11
29218024,,- -,-,,Construtor de Jogo Recuado,21,0 (3),0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,88%,-,-,-,-,-,-,-,-,-,100%,-,-,6.50,30M R$ - 44M R$,,Razoável,Muito Forte,SCO,ENG,178 cm,Equilibrado,-,-,1,1,11,14,10,1,13,11,13,9,10,1,12,2,13,9,13,11,14,13,3,10,11,10,10,9,12,2,3,5,7,10,12,10,14,3,11,13,3,13,13,11,14,13,2,10,14
91181711,,- -,-,,Avançado Sombra,25,1,0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,93%,-,-,-,-,-,-,-,-,-,100%,-,-,6.60,"500m R$ - 4,75M R$",,Bastante Forte,Muito Forte,GHA,GER,175 cm,,-,-,1-4,2-6,9-13,12-16,11-15,1-4,11-15,9-13,9-13,5-9,3-9,1-3,8-14,1-5,11-17,3-7,11-15,2-6,2-8,11-15,1-7,10-14,13-17,11-17,10-16,6-12,11-15,1-3,1-3,4-10,2-6,8-12,3-9,10-14,6-10,1-5,3-7,8-14,1-4,10-14,9-13,11-15,10-14,10-14,1-5,11-15,4-8
2000068513,Emp,- -,-,,Médio Recuperador de Bolas,20,0 (7),1,"0,49","0,37","3,75","1,50",40%,0,"0,08","0,06","27,00","4,50","3,00",80%,-,-,-,"0,00","1,50","3,00","0,00","0,00","3,00",100%,"3,00","6,75",6.90,35M R$ - 43M R$,,Razoável,Muito Forte,GER,,184 cm,,-,-,-,-,12-17,7-13,15-20,-,7-13,15-20,8-13,7-12,4-9,-,7-14,-,7-12,10-15,6-13,8-13,10-17,7-12,-,7-12,9-15,10-17,1-6,7-12,9-16,-,-,7-14,10-15,5-10,-,6-12,13-18,-,8-13,11-18,-,7-14,9-16,6-12,8-15,12-17,-,9-14,10-15
19290865,,- -,-,,Extremo invertido,25,40,4,"5,25","0,16","1,36","0,46",34%,3,"5,20","0,16","23,16","1,89","1,49",82%,-,-,-,"0,50","3,53","3,53","0,06","0,03","3,07",90%,"5,17","5,98",7.01,11M R$ - 21M R$,,Bastante Forte,Muito Forte,BRA,,173 cm,Equilibrado,-,-,1-2,3-5,15,14,8,1,9-12,12,7,8,8-10,4-6,12,1-3,8-10,11,13,5-7,13,9,2-4,11,13,9,14,11,12,1-2,2-4,5-7,11,8-11,5-7,11,12,1-3,6-9,12,3-6,14,12,12,12,11,3-5,14,12
76063262,Trn,- -,-,,Médio Recuperador de Bolas,23,20,1,"1,34","0,07","0,81","0,15",19%,4,"1,55","0,08","43,30","4,31","0,71",84%,-,-,-,"0,00","0,10","0,96","0,10","0,05","2,23",69%,"4,01","15,28",6.90,"220m R$ - 2,2M R$",,Fraco,Muito Forte,COL,,178 cm,,-,-,2-6,1-4,11-14,13-16,10-13,1-5,12-15,11-14,10-14,8-12,3-7,1-3,10-13,2-5,11-15,5-8,10-13,13,9-12,11-15,1-4,5-9,8-11,14,8,8-12,14,1-3,1-4,7-10,11-14,7-11,10-14,7-10,12,1-4,11-15,12,1-3,11,12-15,7-10,10-13,11-15,1-4,12-16,10
14240703,,- -,-,,Extremo,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,167 cm,,-,-,-,-,6-13,-,-,-,-,-,-,6-12,-,-,-,-,-,-,-,-,-,-,-,6-14,11-18,1-9,-,1-9,10-16,-,-,-,-,-,-,-,5-12,-,-,5-14,-,7-13,-,15-20,11-17,-,-,10-16,12-18
43591641,,- -,-,,Construtor de Jogo Avançado,20,6,1,"0,43","0,09","1,97","1,53",78%,1,"1,66","0,36","21,02","0,66","0,88",86%,-,-,-,"0,00","1,75","1,75","0,22","0,00","1,31",86%,"3,28","1,53",6.67,41M R$ - 50M R$,,Muito Forte,Razoável,ITA,,170 cm,,-,-,1-5,1-6,13,13-18,6-11,2-6,12-17,9-14,7-11,8,11-15,1-5,10-14,1-4,10-14,5-10,11-17,7-11,13-17,9-13,1-4,9-13,13-18,8,13-17,6,11-17,1-3,1-4,1-5,4-9,8-12,4-8,9-14,9-14,2-7,1-5,14,1-2,9-15,9-15,14-19,12-18,14-18,2-6,13,15-19
2000049419,,- -,-,,Extremo,19,0 (1),0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,80%,-,-,-,-,-,-,-,-,-,-,-,-,6.60,"1,9M R$ - 19M R$",,Fraco,Muito Forte,ESP,,176 cm,,-,-,1-5,1-2,14,11-17,6-10,1-5,5-11,14-18,8-12,8,6-10,1-3,7-12,1-5,3-7,11-15,4-9,5-9,12-17,9-13,1,8-12,11-17,9,12-16,8,4-9,1-5,1-5,6-11,8-12,7-11,1-5,7-13,11-15,1-4,2-6,12,1-4,8-13,7-12,9-15,10-15,7-11,1-2,14,8-12
19302916,,- -,-,,Extremo invertido,23,5 (42),4,"4,70","0,36","2,39","0,70",29%,1,"2,92","0,23","33,06","3,17","2,01",83%,-,-,-,"0,39","3,01","2,16","0,08","0,00","2,01",84%,"4,40","5,72",6.92,"3,5M R$ - 50M R$",,Muito Forte,Razoável,BRA,,175 cm,Equilibrado,-,-,1-3,2-4,14,16,10,1-2,11-13,14,9,13,8-11,2-4,12,1-3,8-11,12,11,7-9,11,11,1-4,11,14,8,14,8,11,1-4,1-2,6-8,14,10-12,7-10,8,12,2-4,8-10,13,3-5,11,12,15,14,12,1-3,14,14
2000054508,Emp,- -,-,,Extremo,18,0 (1),0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,72%,-,-,-,-,-,-,-,-,-,100%,-,-,6.20,Desconhecido,,-,-,NED,SUR,175 cm,,-,-,-,-,8-17,-,-,-,-,-,-,8-15,-,-,-,-,-,-,-,-,-,-,-,5-12,10-19,4-10,-,6-12,8-16,-,-,-,-,-,-,-,3-12,-,-,8-14,-,1-8,-,11-20,8-16,-,-,15-20,11-18
2000235062,Emp,- -,-,,Extremo invertido,19,1 (2),1,"0,89","0,66","5,16","3,69",71%,0,"0,95","0,70","22,87","0,00",-,91%,-,-,-,"0,00","0,74","1,48","0,00","0,00","1,48",100%,"5,16","0,74",6.75,"120m R$ - 1,3M R$",,Muito Forte,Razoável,BRA,,182 cm,Bastante Determinado,-,-,1-2,1-4,13,10-13,9,1-3,5-8,9,5,9,7-10,2-6,6,1-2,8-11,11,13,4-8,16,9,2-5,13,11,8,8,9,8,1-5,1-2,2-5,8-12,4-7,4-7,3,13,1-2,4-7,9,2-5,7,13,9,10,8,1-4,12,9
86067904,,- -,-,,Extremo invertido,25,26 (4),5,"5,80","0,23","2,41","0,72",30%,4,"1,82","0,07","22,55","1,89","1,57",80%,-,-,-,"0,64","3,46","3,01","0,04","0,00","1,41",69%,"3,78","5,06",7.06,Desconhecido,,-,-,ECU,,171 cm,,-,-,-,-,11-19,-,-,-,-,-,-,4-10,-,-,-,-,-,-,-,-,-,-,-,13-19,7-13,3-8,7-15,1-7,6-11,-,-,-,-,-,-,-,10-18,-,-,8-13,-,5-10,10-15,5-11,10-15,-,-,10-16,6-12
2000123485,,- -,-,,Extremo,19,14 (19),1,"4,11","0,25","2,17","1,24",57%,1,"1,84","0,11","22,44","1,55","1,30",82%,-,-,-,"0,06","2,23","3,04","0,25","0,00","2,23",88%,"3,97","3,53",6.78,64M R$ - 76M R$,,Muito Forte,Fraco,BRA,,184 cm,Equilibrado,-,-,1-4,1-3,15,13-17,13,2-5,12-16,13,7,11,10-13,1-3,11,2-5,9-12,11,12,4-7,14,12,2-5,12,13,12,15,11,12,1-4,1-3,7-10,1-5,8-11,4-7,9,11,2-6,8-11,16,1-3,12,12,14,12,13,1-4,14,13
14160029,,- -,-,,Extremo,24,18 (13),4,"4,53","0,21","1,65","0,64",39%,3,"3,21","0,15","29,98","1,65","1,60",84%,-,-,-,"0,55","5,64","2,52","0,00","0,00","1,88",87%,"4,49","4,08",6.85,7M R$ - 15M R$,,Razoável,Muito Forte,ARG,,172 cm,Equilibrado,-,-,1-2,1-3,14,12-14,10,1-2,12-14,13,9-11,12,10-12,1-3,12,1-3,10-12,9,12,4-6,10,9-11,1,12,13,11,9,9,12,1-3,2-5,5-8,8-10,11-13,3-5,10,11,1-3,6-8,10,2-4,10,12,11,11,12,1-3,14,11
14241895,,- -,-,,Médio Centro,25,16 (13),3,"1,55","0,10","0,92","0,43",47%,4,"3,52","0,22","43,09","3,20","1,35",87%,-,-,-,"0,00","0,68","0,74","0,31","0,00","1,97",80%,"4,49","10,16",6.86,"1,8M R$ - 18M R$",,Razoável,Muito Forte,ARG,,177 cm,,-,-,1-4,1-2,10-13,12-15,8-11,2-6,12-15,11-14,9-13,9-13,7-11,1-3,12-15,4-7,12-16,4-7,9-12,13,15-18,8-12,1-4,5-9,11-14,11,6,10-14,13,1-3,2-5,5-8,8-11,8-12,12-16,5-8,13,1-3,9-13,13,1-3,8,10-13,9-12,9-12,11-15,1-4,11-15,13
2000007415,Int,- -,-,,Construtor de Jogo Avançado,19,0 (2),0,"0,15",-,-,-,50%,0,"0,00",-,-,-,-,88%,-,-,-,-,-,-,-,-,-,100%,-,-,6.50,190M R$ - 240M R$,,Fraco,Muito Forte,BRA,,182 cm,Bastante Determinado,-,-,2,3,13,14,13,1,14,14,12,12,8,2,12,3,13,9,13,12,15,13,3,10,12,13,15,12,12,4,3,8,11,10,14,9,14,2,12,14,2,13,12,13,13,12,3,13,13
2000055146,,- -,-,,Extremo,18,0 (1),0,"0,01",-,-,-,0%,0,"0,00",-,-,-,-,100%,-,-,-,-,-,-,-,-,-,-,-,-,-,31M R$ - 48M R$,,Fraco,Muito Forte,BEL,COD,186 cm,,-,-,1,2-6,12-16,10-15,9-13,1-2,8-13,11-15,12-17,3-7,7-11,3-7,8-14,1-4,9-13,11-15,10-14,8,9-15,8-13,1-4,9-14,9-14,9,14,7-11,12-16,1-4,1-6,1-6,8-12,8-13,4-8,3-8,13,1-2,6-11,14,2-7,13-17,10-14,5-10,15-19,6-10,1-3,10-14,13
28101021,,- -,-,,Construtor de Jogo Recuado,25,7,0,"0,01","0,00","0,31","0,00",0%,1,"1,00","0,15","50,84","5,84","0,31",87%,-,-,-,"0,00","0,15","1,84","0,15","0,00","1,38",56%,"3,23","13,98",6.69,Desconhecido,,-,-,ENG,,184 cm,,-,-,-,-,9-14,-,11-16,-,-,-,-,6-12,-,-,-,-,-,-,-,7-13,-,-,-,-,-,7-13,7-12,9-14,14-20,-,-,-,9-14,-,-,-,12-17,-,-,10-16,-,11-17,12-18,-,14-20,9-15,-,-,7-13
28113832,,- -,-,,Extremo invertido,22,5 (1),2,"1,47","0,30","1,63","0,81",50%,0,"0,80","0,16","28,44","1,42","1,22",80%,-,-,-,"0,20","1,63","2,44","0,00","0,00","1,83",100%,"4,47","7,72",6.93,Desconhecido,,-,-,ENG,,177 cm,,-,-,-,-,11-16,-,-,-,-,-,-,4-12,-,-,-,-,-,-,-,-,-,-,-,5-13,12-17,13-19,-,7-13,5-11,-,-,-,-,-,-,-,9-14,-,-,12-18,-,6-12,-,9-14,8-14,-,-,11-19,9-17
27132198,,- -,-,,Médio Recuperador de Bolas,22,6,0,"0,01","0,00","0,23","0,00",0%,0,"0,39","0,09","53,45","5,25","1,37",88%,-,-,-,"0,00","0,23","1,14","0,00","0,00","2,28",59%,"4,57","8,68",6.72,52M R$ - 80M R$,,Bastante Forte,Muito Forte,DEN,,178 cm,,-,-,1-3,1-2,13-16,11-15,14-17,1-3,10-14,13-16,11-14,11-14,5-8,1-2,11-15,1-5,10-13,10-13,10-14,13,12-16,9-12,1,8-11,7-11,12,7,6-9,12-16,2-5,1-5,5-9,12-15,6-9,10-13,5-9,14,1-5,11-14,12,1-3,5-9,11-15,11-15,10-14,13-16,1-3,13-16,13
76065061,Ped,- -,-,,Extremo invertido,22,49 (3),12,"6,42","0,16","1,72","0,82",48%,4,"6,16","0,15","28,74","2,22","1,27",79%,-,-,-,"0,77","4,37","2,82","0,05","0,00","1,92",76%,"4,32","3,34",7.04,"1,5M R$ - 4,5M R$",,Muito Forte,Fraco,COL,,174 cm,,-,-,1-3,2-5,13,9-13,8-11,1-3,9-13,12-15,10-14,9,8-11,4-7,9-13,1-5,9-12,10-13,12-15,2-5,8-12,10-14,1-3,9-13,10-14,11,10-13,11,12-15,1-4,1-5,2-6,2-5,6-10,2-5,8-12,10-13,1-4,7-11,11,1-5,10-13,12-15,9-13,13-16,8-11,1-2,13,8-11
86048415,Prt,- -,-,,Extremo invertido,25,25 (1),4,"4,81","0,22","1,45","0,77",53%,5,"5,24","0,24","24,02","2,80","1,63",79%,-,-,-,"0,27","3,93","2,89","0,00","0,00","2,03",82%,"4,29","4,97",6.92,Desconhecido,,-,-,ECU,,166 cm,,-,-,-,-,7-15,-,-,-,-,-,-,8-14,-,-,-,-,-,-,-,-,-,-,-,7-13,13-20,3-8,11-16,4-9,7-13,-,-,-,-,-,-,-,5-13,-,-,10-15,-,9-15,12-18,11-19,10-16,-,-,13-19,11-17
91190768,,- -,-,,Ala,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,5M R$ - 26M R$",,Forte,Muito Forte,GER,,182 cm,,-,-,-,-,11-15,7-13,4-8,-,4-10,10-14,8-14,2-6,5-9,-,6-10,-,6-10,9-13,7-11,5-9,11-15,10-16,-,7-13,9-15,4-8,11-15,7-11,13-17,-,-,1-5,6-10,2-8,-,2-8,9-13,-,7-13,10-14,-,8-12,14-18,6-12,11-15,9-13,-,10-14,6-10
37085331,Emp,- -,-,,Construtor de Jogo Avançado,20,0 (1),0,"0,00",-,-,-,0%,0,"0,00",-,-,-,-,67%,-,-,-,-,-,-,-,-,-,-,-,-,-,2M R$ - 20M R$,,Fraco,Muito Forte,NED,,173 cm,,-,-,1-5,1-2,14-19,9-13,10-15,1-4,8-12,11-16,11-15,6-12,1-4,1-3,10-14,1-5,8-13,4-9,8-12,8,11-15,14-18,1-3,9-13,9-13,8,11,5-10,10-14,1-6,1-4,5-9,6-11,6-10,6-11,6-10,12,1,12-16,13,1-5,10-14,8-12,9-13,10-14,12-18,1-5,10-16,12
2000108547,,- -,-,,Construtor de Jogo Recuado,21,7,0,"0,16","0,03","0,68","0,17",25%,1,"0,92","0,16","49,58","4,92","1,19",89%,-,-,-,"0,17","0,34","0,51","0,51","0,00","1,19",54%,"4,25","16,81",6.77,32M R$ - 41M R$,,Muito Forte,Bastante Forte,FRA,USA,195 cm,,-,-,1-2,2-5,8-11,15-18,12-15,1-3,11-14,7-10,11-15,10-13,4-8,2-5,7-11,1-5,7-11,1-4,13-16,12,12-16,15-19,1-5,6-10,11-14,12,11,16-20,10-13,1-3,1-3,1-3,4-7,5-9,11-15,8-11,14,2-5,9-13,12,1-3,6-9,11-14,12-15,13-16,11-14,1-5,10-13,14
2000021407,,- -,-,,Extremo,19,0 (1),0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,80%,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ITA,BRA,169 cm,,-,-,-,-,7-14,-,-,-,-,-,-,3-9,-,-,-,-,-,-,-,-,-,-,-,9-17,12-19,4-13,-,5-14,8-14,-,-,-,-,-,-,-,4-11,-,-,5-14,-,8-14,-,13-20,11-17,-,-,8-14,9-15
2000147166,Emp,- -,-,,Extremo invertido,21,1 (7),1,"1,40","0,32","2,28","0,91",40%,1,"0,55","0,13","37,37","0,91","0,46",86%,-,-,-,"0,00","1,59","1,37","0,00","0,00","1,37",67%,"3,65","8,66",6.79,"4,5M R$ - 46M R$",,Razoável,Muito Forte,BRA,,181 cm,Bastante Determinado,-,-,1-3,1-2,12,13-15,13,1-2,12-14,11,7,7,10-13,2-4,13,1-2,5-8,10,12,7-9,17,13,1-4,10,12,10,13,10,12,1-2,1-3,2-5,6-8,10-12,8-11,13,11,1-3,8-10,12,2-4,11,16,11,15,12,1-3,12,12
67278162,,- -,-,,Médio Recuperador de Bolas,21,0 (3),0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,80%,-,-,-,-,-,-,-,-,-,-,-,-,6.50,"3,75M R$ - 37M R$",,Bastante Forte,Muito Forte,ESP,,177 cm,,-,-,-,-,9-13,7-13,12-16,-,9-15,13-17,12-18,5-9,6-10,-,10-14,-,13-17,6-10,13-17,8-12,8-12,9-15,-,9-15,7-13,9-13,8-12,8-12,13-17,-,-,5-9,11-15,6-12,11-15,-,10-14,-,10-16,10-14,-,12-16,14-18,9-15,13-17,10-14,-,8-12,7-11
2000048960,Emp,- -,-,,Construtor de Jogo Recuado,19,0 (3),0,"0,00",-,-,-,-,0,"0,14",-,-,-,-,89%,-,-,-,-,-,-,-,-,-,-,-,-,6.50,Desconhecido,,-,-,ENG,,172 cm,,-,-,-,-,-,-,8-15,-,-,-,-,7-13,-,-,-,-,-,-,-,8-14,-,-,-,-,-,6-15,4-11,1-7,5-14,-,-,-,-,-,-,-,13-20,-,-,10-19,-,1-10,6-15,-,7-16,10-16,-,-,13-19
19380404,Lst,- -,-,,Avançado Sombra,25,48 (1),6,"5,81","0,15","1,57","0,55",35%,5,"5,54","0,15","27,06","1,55","1,05",83%,-,-,-,"0,03","0,29","1,44","0,10","0,00","1,89",85%,"3,83","10,39",6.78,600m R$,,Bastante Forte,Muito Forte,BRA,,187 cm,Equilibrado,-,590m R$,1-4,1-4,12,11,13,1-3,11-13,12,10,12,7-9,1-4,10,1-2,10-12,10,11,9-12,12,9,1-3,13,11,12,7,14,14,1-2,1,5-7,5,8-10,9-11,10,12,2-4,7-9,11,1-3,12,12,14,12,11,3-5,12,13
37084880,,- -,-,,Extremo invertido,22,2 (6),0,"0,35","0,12","1,70","0,68",40%,0,"0,35","0,12","29,89","1,36","0,34",89%,-,-,-,"0,00","3,74","2,04","0,00","0,00","1,70",83%,"4,08","5,09",6.73,"2,3M R$ - 23M R$",,Muito Forte,Fraco,NED,,179 cm,,-,-,1-4,1-5,13,12-16,10-14,4-7,11-15,12-16,8-11,11,10-13,1-5,11-14,1-2,11-14,10-14,10-14,5-8,8-11,8-11,1-3,5-8,10-14,7,14-17,11,13-17,1-2,1-2,4-7,3-7,9-12,4-7,5-9,13-17,2-6,2-5,12,1-3,11-15,10-14,11-15,9-13,13-16,2-5,13,12-15
